
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 ( 98.1%) | 5.3s/growth (45 over 241s)
computek             |   5.7b / 5.7b   (100% full) | 21.0 / 21 (100.0%) | 2.1s/growth (64 over 138s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 6.8s/growth (27 over 184s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 3.3s/growth (55 over 184s)
summit-uni           | 413.2m / 8.2b   (5% full)   | 20.0 / 20 (100.0%) | 3.6s/growth (52 over 188s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 ( 87.9%) | 4.2s/growth (68 over 290s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 ( 86.6%) | 4.5s/growth (56 over 252s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 4.2s/growth (44 over 188s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 3.6s/growth (55 over 201s)
microdyne            | 618.2m / 15.5b  (4% full)   | 72.0 / 24 ( 25.0%) | 14.4s/growth (88 over 1268s)
alpha-ent            |  16.4b / 16.4b  (100% full) | 18.0 / 18 ( 97.2%) | 3.6s/growth (60 over 217s)
helios               | 679.2m / 17.0b  (4% full)   | 86.0 / 29 ( 12.6%) | 21.4s/growth (70 over 1504s)
vitalife             | 730.7m / 18.3b  (4% full)   | 89.0 / 30 (  9.5%) | 21.7s/growth (74 over 1609s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 28.0 / 25 ( 75.5%) | 6.9s/growth (59 over 410s)
infocomm             | 752.2m / 18.8b  (4% full)   | 76.0 / 25 ( 19.9%) | 19.8s/growth (72 over 1430s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 73.2%) | 3.9s/growth (87 over 346s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 69.9%) | 5.5s/growth (74 over 412s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 78.0 / 26 ( 19.2%) | 22.5s/growth (62 over 1400s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 70.4%) | 5.3s/growth (75 over 398s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 74.0 / 25 ( 21.6%) | 18.2s/growth (76 over 1389s)
icarus               | 920.9m / 23.0b  (4% full)   | 85.0 / 28 ( 12.8%) | 17.5s/growth (89 over 1558s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 23.0 / 23 ( 76.1%) | 4.4s/growth (82 over 364s)
omnia                |   1.0b / 25.0b  (4% full)   | 95.0 / 32 (  3.9%) | 28.6s/growth (65 over 1862s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 88.0 / 29 ( 10.2%) | 26.1s/growth (62 over 1618s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 71.1%) | 5.3s/growth (78 over 415s)
stormtech            |   1.1b / 26.9b  (4% full)   | 82.0 / 27 ( 15.2%) | 16.5s/growth (92 over 1522s)
zb-def               |   1.1b / 27.5b  (4% full)   | 19.0 / 19 ( 78.2%) | 4.1s/growth (74 over 310s)
nova-med             |   1.1b / 27.6b  (4% full)   | 22.0 / 22 ( 74.8%) | 4.4s/growth (81 over 361s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 28.0 / 28 ( 67.0%) | 5.3s/growth (88 over 474s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 24.0 / 24 ( 70.8%) | 5.1s/growth (79 over 406s)
global-pharm         |  39.9b / 39.9b  (100% full) | 28.0 / 28 ( 70.4%) | 5.2s/growth (86 over 448s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 68.0%) | 6.3s/growth (70 over 446s)
omnitek              |  14.8b / 369.4b (4% full)   | 91.0 / 30 (  7.5%) | 17.9s/growth (95 over 1705s)
4sigma               |  19.9b / 498.6b (4% full)   | 55.0 / 18 ( 36.9%) | 12s/growth (87 over 1046s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 4s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.8s/growth (5 over 4s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (10 over 4s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 5s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 6s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 7s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 8s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.4s/growth (25 over 12s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.4s/growth (40 over 16s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.4s/growth (30 over 12s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.2s/growth (20 over 24s)
phantasy             | 305.5m / 600.0m (50% full)  | 7.0 / 7  (100.0%) | 0.5s/growth (35 over 18s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.1s/growth (33 over 71s)
silver-helix         | 559.9m / 1.1b   (49% full)  | 11.3 / 10 (100.0%) | 1.2s/growth (30 over 38s)
omega-net            |   1.2b / 1.6b   (76% full)  | 9.0 / 9  (100.0%) | 1s/growth (38 over 38s)
johnson-ortho        |   1.8b / 1.8b   (100% full) | 16.0 / 16 (100.0%) | 2.1s/growth (43 over 92s)
the-hub              |   4.0b / 4.0b   (100% full) | 12.0 / 12 (100.0%) | 1.5s/growth (48 over 75s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 2.8s/growth (41 over 118s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 ( 98.3%) | 5.3s/growth (45 over 239s)
computek             |   2.9b / 5.7b   (50% full)  | 21.0 / 21 (100.0%) | 2.1s/growth (64 over 137s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 6.7s/growth (27 over 183s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 3.3s/growth (55 over 183s)
summit-uni           |   8.2b / 8.2b   (100% full) | 20.0 / 20 (100.0%) | 3.6s/growth (52 over 187s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 ( 88.2%) | 4.2s/growth (68 over 288s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 ( 87.1%) | 4.4s/growth (56 over 250s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 4.2s/growth (44 over 187s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 3.6s/growth (55 over 199s)
microdyne            | 618.2m / 15.5b  (4% full)   | 72.0 / 24 ( 25.1%) | 14.3s/growth (88 over 1260s)
alpha-ent            |  16.4b / 16.4b  (100% full) | 18.0 / 18 ( 97.5%) | 3.6s/growth (60 over 216s)
helios               | 679.2m / 17.0b  (4% full)   | 86.0 / 29 ( 12.7%) | 21.3s/growth (70 over 1493s)
vitalife             | 730.7m / 18.3b  (4% full)   | 89.0 / 30 (  9.6%) | 21.6s/growth (74 over 1598s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 79.0%) | 6.1s/growth (59 over 364s)
infocomm             | 752.2m / 18.8b  (4% full)   | 76.0 / 25 ( 20.1%) | 19.7s/growth (72 over 1420s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 73.7%) | 3.9s/growth (87 over 344s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 70.4%) | 5.5s/growth (74 over 409s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 78.0 / 26 ( 19.4%) | 22.4s/growth (62 over 1390s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 70.8%) | 5.2s/growth (75 over 395s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 74.0 / 25 ( 21.8%) | 18.1s/growth (76 over 1380s)
icarus               | 920.9m / 23.0b  (4% full)   | 85.0 / 28 ( 12.9%) | 17.3s/growth (89 over 1547s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 23.0 / 23 ( 76.6%) | 4.4s/growth (82 over 362s)
omnia                |   1.0b / 25.0b  (4% full)   | 95.0 / 32 (  4.0%) | 28.4s/growth (65 over 1850s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 88.0 / 29 ( 10.3%) | 25.9s/growth (62 over 1607s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 71.5%) | 5.2s/growth (78 over 413s)
stormtech            |   1.1b / 26.9b  (4% full)   | 82.0 / 27 ( 15.3%) | 16.4s/growth (92 over 1511s)
zb-def               |   1.1b / 27.5b  (4% full)   | 19.0 / 19 ( 78.7%) | 4.1s/growth (74 over 308s)
nova-med             |   1.1b / 27.6b  (4% full)   | 22.0 / 22 ( 75.3%) | 4.4s/growth (81 over 359s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 28.0 / 28 ( 67.5%) | 5.3s/growth (88 over 471s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 24.0 / 24 ( 71.3%) | 5.1s/growth (79 over 404s)
global-pharm         |  39.9b / 39.9b  (100% full) | 28.0 / 28 ( 70.9%) | 5.1s/growth (86 over 445s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 68.5%) | 6.3s/growth (70 over 443s)
omnitek              |  14.8b / 369.4b (4% full)   | 91.0 / 30 (  7.6%) | 17.8s/growth (95 over 1694s)
4sigma               |  19.9b / 498.6b (4% full)   | 55.0 / 18 ( 37.2%) | 11.9s/growth (87 over 1039s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 4s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.8s/growth (5 over 4s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (10 over 4s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 5s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 6s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 7s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (40 over 8s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.4s/growth (25 over 12s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.4s/growth (40 over 16s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.4s/growth (30 over 12s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.2s/growth (20 over 24s)
phantasy             | 299.9m / 600.0m (49% full)  | 7.1 / 7  (100.0%) | 0.5s/growth (35 over 18s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.1s/growth (33 over 71s)
silver-helix         | 341.7m / 1.1b   (30% full)  | 10.1 / 10 (100.0%) | 1.1s/growth (30 over 35s)
omega-net            |   1.6b / 1.6b   (100% full) | 9.0 / 9  (100.0%) | 1s/growth (38 over 38s)
johnson-ortho        |   1.8b / 1.8b   (100% full) | 16.0 / 16 (100.0%) | 2.1s/growth (43 over 92s)
the-hub              |   2.8b / 4.0b   (68% full)  | 12.0 / 12 (100.0%) | 1.5s/growth (48 over 74s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 2.8s/growth (41 over 118s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 ( 98.4%) | 5.3s/growth (45 over 238s)
computek             |   2.9b / 5.7b   (50% full)  | 21.0 / 21 (100.0%) | 2.1s/growth (64 over 137s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 6.7s/growth (27 over 183s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 3.3s/growth (55 over 182s)
summit-uni           |   8.2b / 8.2b   (100% full) | 20.0 / 20 (100.0%) | 3.6s/growth (52 over 187s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 ( 88.3%) | 4.2s/growth (68 over 287s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 ( 87.2%) | 4.4s/growth (56 over 250s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 4.2s/growth (44 over 187s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 3.6s/growth (55 over 199s)
microdyne            | 618.2m / 15.5b  (4% full)   | 72.0 / 24 ( 25.2%) | 14.2s/growth (88 over 1257s)
alpha-ent            |  16.4b / 16.4b  (100% full) | 18.0 / 18 ( 97.6%) | 3.5s/growth (60 over 215s)
helios               | 679.2m / 17.0b  (4% full)   | 86.0 / 29 ( 12.7%) | 21.3s/growth (70 over 1491s)
vitalife             | 730.7m / 18.3b  (4% full)   | 89.0 / 30 (  9.6%) | 21.5s/growth (74 over 1595s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 79.1%) | 6.1s/growth (59 over 363s)
infocomm             | 752.2m / 18.8b  (4% full)   | 76.0 / 25 ( 20.1%) | 19.6s/growth (72 over 1417s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 73.8%) | 3.9s/growth (87 over 343s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 70.5%) | 5.5s/growth (74 over 408s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 78.0 / 26 ( 19.4%) | 22.3s/growth (62 over 1387s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 71.0%) | 5.2s/growth (75 over 394s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 74.0 / 25 ( 21.9%) | 18.1s/growth (76 over 1377s)
icarus               | 920.9m / 23.0b  (4% full)   | 85.0 / 28 ( 12.9%) | 17.3s/growth (89 over 1544s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 23.0 / 23 ( 76.7%) | 4.4s/growth (82 over 361s)
omnia                |   1.0b / 25.0b  (4% full)   | 95.0 / 32 (  4.0%) | 28.4s/growth (65 over 1846s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 88.0 / 29 ( 10.3%) | 25.8s/growth (62 over 1604s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 71.7%) | 5.2s/growth (78 over 412s)
stormtech            |   1.1b / 26.9b  (4% full)   | 82.0 / 27 ( 15.3%) | 16.4s/growth (92 over 1509s)
zb-def               |   1.1b / 27.5b  (4% full)   | 19.0 / 19 ( 78.8%) | 4.1s/growth (74 over 307s)
nova-med             |   1.1b / 27.6b  (4% full)   | 22.0 / 22 ( 75.4%) | 4.4s/growth (81 over 358s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 28.0 / 28 ( 67.6%) | 5.3s/growth (88 over 470s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 24.0 / 24 ( 71.4%) | 5.1s/growth (79 over 403s)
global-pharm         |  39.9b / 39.9b  (100% full) | 28.0 / 28 ( 71.0%) | 5.1s/growth (86 over 444s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 68.6%) | 6.3s/growth (70 over 443s)
omnitek              |  14.8b / 369.4b (4% full)   | 91.0 / 30 (  7.6%) | 17.7s/growth (95 over 1690s)
4sigma               |  19.9b / 498.6b (4% full)   | 55.0 / 18 ( 37.3%) | 11.9s/growth (87 over 1037s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 3s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.8s/growth (5 over 4s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (10 over 4s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 4s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 6s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (40 over 7s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.4s/growth (25 over 11s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.3s/growth (40 over 15s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.4s/growth (30 over 12s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.1s/growth (20 over 23s)
phantasy             |  37.9m / 600.0m (6% full)   | 7.0 / 7  (100.0%) | 0.5s/growth (35 over 17s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2.1s/growth (33 over 69s)
silver-helix         | 129.1m / 1.1b   (11% full)  | 10.1 / 10 (100.0%) | 1.1s/growth (30 over 34s)
omega-net            | 179.5m / 1.6b   (11% full)  | 9.0 / 9  (100.0%) | 0.9s/growth (38 over 37s)
johnson-ortho        |   1.8b / 1.8b   (100% full) | 16.0 / 16 (100.0%) | 2s/growth (43 over 90s)
the-hub              | 414.2k / 4.0b   (0% full)   | 12.0 / 12 (100.0%) | 1.5s/growth (48 over 72s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 2.8s/growth (41 over 115s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 ( 99.4%) | 5.1s/growth (45 over 232s)
computek             |   5.6b / 5.7b   (98% full)  | 22.2 / 21 (100.0%) | 2.2s/growth (64 over 141s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 6.6s/growth (27 over 178s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 3.2s/growth (55 over 177s)
summit-uni           |   3.0b / 8.2b   (36% full)  | 20.0 / 20 (100.0%) | 3.5s/growth (52 over 182s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 ( 89.8%) | 4.1s/growth (68 over 279s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 ( 88.9%) | 4.3s/growth (56 over 243s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 4.1s/growth (44 over 182s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 3.5s/growth (55 over 194s)
microdyne            | 618.2m / 15.5b  (4% full)   | 72.0 / 24 ( 25.9%) | 13.9s/growth (88 over 1224s)
alpha-ent            |  16.4b / 16.4b  (100% full) | 18.0 / 18 ( 99.0%) | 3.4s/growth (60 over 209s)
helios               | 679.2m / 17.0b  (4% full)   | 86.0 / 29 ( 13.0%) | 20.7s/growth (70 over 1451s)
vitalife             | 730.7m / 18.3b  (4% full)   | 89.0 / 30 (  9.9%) | 20.9s/growth (74 over 1553s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 80.7%) | 6s/growth (59 over 354s)
infocomm             | 752.2m / 18.8b  (4% full)   | 76.0 / 25 ( 20.8%) | 19.1s/growth (72 over 1379s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 75.8%) | 3.8s/growth (87 over 334s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 72.4%) | 5.3s/growth (74 over 397s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 78.0 / 26 ( 20.0%) | 21.7s/growth (62 over 1350s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 72.9%) | 5.1s/growth (75 over 384s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 74.0 / 25 ( 22.6%) | 17.6s/growth (76 over 1340s)
defcomm              | 916.8m / 22.9b  (4% full)   | 96.0 / 32 (  3.1%) | 39.2s/growth (49 over 1921s)
icarus               | 920.9m / 23.0b  (4% full)   | 85.0 / 28 ( 13.3%) | 16.8s/growth (89 over 1503s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 23.0 / 23 ( 78.4%) | 4.2s/growth (82 over 351s)
omnia                |   1.0b / 25.0b  (4% full)   | 95.0 / 32 (  4.1%) | 27.6s/growth (65 over 1797s)
aerocorp             |   1.0b / 25.1b  (4% full)   | 88.0 / 29 ( 10.6%) | 25.1s/growth (62 over 1562s)
unitalife            |   1.0b / 26.0b  (4% full)   | 25.0 / 25 ( 73.4%) | 5.1s/growth (78 over 401s)
stormtech            |   1.1b / 26.9b  (4% full)   | 82.0 / 27 ( 15.8%) | 15.9s/growth (92 over 1468s)
zb-def               |  27.5b / 27.5b  (100% full) | 19.0 / 19 ( 80.7%) | 4s/growth (74 over 299s)
nova-med             |  27.6b / 27.6b  (100% full) | 22.0 / 22 ( 77.2%) | 4.3s/growth (81 over 348s)
univ-energy          |   1.2b / 29.8b  (4% full)   | 28.0 / 28 ( 69.3%) | 5.2s/growth (88 over 457s)
zeus-med             |   1.4b / 35.8b  (4% full)   | 24.0 / 24 ( 73.2%) | 4.9s/growth (79 over 392s)
global-pharm         |  39.9b / 39.9b  (100% full) | 28.0 / 28 ( 72.6%) | 5s/growth (86 over 432s)
deltaone             |   1.6b / 41.2b  (4% full)   | 26.0 / 26 ( 70.4%) | 6.1s/growth (70 over 431s)
omnitek              |  14.8b / 369.4b (4% full)   | 91.0 / 30 (  7.8%) | 17.3s/growth (95 over 1646s)
4sigma               |  19.9b / 498.6b (4% full)   | 18.0 / 18 ( 70.2%) | 3.8s/growth (87 over 333s)

n00dles              |   1.1m / 1.8m   (60% full)  | 1.0 / 1  (100.0%) | 0s/growth (3000 over 3s)
foodnstuff           |   2.0m / 50.0m  (4% full)   | 3.0 / 3  (100.0%) | 0.7s/growth (5 over 3s)
sigma-cosmetics      |   2.3m / 57.5m  (4% full)   | 3.0 / 3  (100.0%) | 0.4s/growth (10 over 4s)
joesguns             |   2.5m / 62.5m  (4% full)   | 5.0 / 5  (100.0%) | 0.2s/growth (20 over 4s)
nectar-net           |   2.8m / 68.8m  (4% full)   | 7.0 / 7  (100.0%) | 0.2s/growth (25 over 6s)
hong-fang-tea        |   3.0m / 75.0m  (4% full)   | 5.0 / 5  (100.0%) | 0.3s/growth (20 over 6s)
harakiri-sushi       |   4.0m / 100.0m (4% full)   | 5.0 / 5  (100.0%) | 0.1s/growth (40 over 7s)
neo-net              |   5.0m / 125.0m (4% full)   | 8.0 / 8  (100.0%) | 0.4s/growth (25 over 11s)
zer0                 |   7.5m / 187.5m (4% full)   | 8.0 / 8  (100.0%) | 0.3s/growth (40 over 15s)
max-hardware         | 123.9m / 250.0m (49% full)  | 5.1 / 5  (100.0%) | 0.3s/growth (30 over 11s)
iron-gym             |  20.0m / 500.0m (4% full)   | 10.0 / 10 (100.0%) | 1.1s/growth (20 over 23s)
phantasy             | 600.0m / 600.0m (100% full) | 7.0 / 7  (100.0%) | 0.4s/growth (35 over 17s)
crush-fitness        |  41.6m / 1.0b   (4% full)   | 14.0 / 14 (100.0%) | 2s/growth (33 over 67s)
silver-helix         | 402.4m / 1.1b   (35% full)  | 10.0 / 10 (100.0%) | 1s/growth (30 over 32s)
omega-net            |   1.6b / 1.6b   (100% full) | 9.0 / 9  (100.0%) | 0.9s/growth (38 over 36s)
johnson-ortho        |   1.1b / 1.8b   (60% full)  | 17.3 / 16 (100.0%) | 2.1s/growth (43 over 94s)
the-hub              |   1.9b / 4.0b   (47% full)  | 12.0 / 12 (100.0%) | 1.4s/growth (48 over 70s)
rothman-uni          | 214.0m / 5.4b   (4% full)   | 15.0 / 15 (100.0%) | 2.7s/growth (41 over 111s)
aevum-police         | 214.7m / 5.4b   (4% full)   | 26.0 / 26 (100.0%) | 5s/growth (45 over 225s)
computek             |   2.8b / 5.7b   (48% full)  | 21.0 / 21 (100.0%) | 2s/growth (64 over 129s)
millenium-fitness    | 250.0m / 6.3b   (4% full)   | 18.0 / 18 (100.0%) | 6.4s/growth (27 over 173s)
netlink              | 275.0m / 6.9b   (4% full)   | 23.0 / 23 (100.0%) | 3.1s/growth (55 over 172s)
summit-uni           |   1.0b / 8.2b   (12% full)  | 20.0 / 20 (100.0%) | 3.4s/growth (52 over 176s)
syscore              | 417.2m / 10.4b  (4% full)   | 22.0 / 22 ( 91.3%) | 3.9s/growth (68 over 271s)
snap-fitness         | 450.0m / 11.3b  (4% full)   | 17.0 / 17 ( 90.8%) | 4.2s/growth (56 over 236s)
catalyst             | 474.1m / 11.9b  (4% full)   | 22.0 / 22 (100.0%) | 4s/growth (44 over 176s)
rho-construction     | 567.5m / 14.2b  (4% full)   | 19.0 / 19 (100.0%) | 3.4s/growth (55 over 188s)
microdyne            | 618.2m / 15.5b  (4% full)   | 24.0 / 24 ( 72.3%) | 4.5s/growth (88 over 398s)
alpha-ent            |  16.1b / 16.4b  (98% full)  | 18.0 / 18 (100.0%) | 3.3s/growth (60 over 203s)
helios               | 679.2m / 17.0b  (4% full)   | 29.0 / 29 ( 68.0%) | 6.8s/growth (70 over 477s)
vitalife             | 730.7m / 18.3b  (4% full)   | 30.0 / 30 ( 65.0%) | 6.9s/growth (74 over 510s)
lexo-corp            | 737.3m / 18.4b  (4% full)   | 25.0 / 25 ( 82.3%) | 5.8s/growth (59 over 343s)
infocomm             | 752.2m / 18.8b  (4% full)   | 25.0 / 25 ( 67.1%) | 6.1s/growth (72 over 443s)
galactic-cyber       | 782.1m / 19.6b  (4% full)   | 20.0 / 20 ( 77.9%) | 3.7s/growth (87 over 324s)
solaris              | 820.4m / 20.5b  (4% full)   | 24.0 / 24 ( 74.3%) | 5.2s/growth (74 over 386s)
titan-labs           | 833.1m / 20.8b  (4% full)   | 26.0 / 26 ( 69.2%) | 7s/growth (62 over 439s)
applied-energetics   | 833.2m / 20.8b  (4% full)   | 23.0 / 23 ( 74.9%) | 4.9s/growth (75 over 372s)
taiyang-digital      | 892.8m / 22.3b  (4% full)   | 25.0 / 25 ( 67.2%) | 5.8s/growth (76 over 442s)
powerhouse-fitness   | 900.0m / 22.5b  (4% full)   | 58.0 / 19 ( 32.5%) | 21.8s/growth (53 over 1159s)
defcomm              | 916.8m / 22.9b  (4% full)   | 96.0 / 32 (  3.2%) | 38s/growth (49 over 1864s)
icarus               | 920.9m / 23.0b  (4% full)   | 28.0 / 28 ( 66.0%) | 5.4s/growth (89 over 483s)
zb-institute         | 960.4m / 24.0b  (4% full)   | 23.0 / 23 ( 80.3%) | 4.1s/growth (82 over 341s)
omnia                |   1.0b / 25.0b  (4% full)   | 95.0 / 32 (  4.3%) | 26.8s/growth (65 over 1744s)
